Date,TSLA,UpperBand,MiddleBand,LowerBand,AAPL,SMA_AAPL,SMA_TSLA
2020-04-03,96.00199890136719,168.82680881977188,116.50506642659505,64.18332403341822,59.6972770690918,65.339599609375,116.50506642659505
2020-04-06,103.24800109863281,163.442699685141,114.38806660970052,65.33343353426002,64.90511322021484,65.04524714152018,114.38806660970052
2020-04-07,109.08999633789062,158.75048093658108,112.69166666666666,66.63285239675224,64.15336608886719,64.80908940633138,112.69166666666666
2020-04-08,109.76799774169922,154.3539177158724,111.15860010782878,67.96328249978517,65.79534912109375,64.58999404907226,111.15860010782878
2020-04-09,114.5999984741211,152.6947695543294,110.45193328857422,68.20909702281904,66.27013397216797,64.54441095987956,110.45193328857422
2020-04-13,130.19000244140625,152.3492723476679,110.33833312988281,68.32739391209773,67.57086181640625,64.54350407918294,110.33833312988281
2020-04-14,141.97799682617188,151.36551219929012,110.11346638997396,68.8614205806578,70.98340606689453,64.44656829833984,110.11346638997396
2020-04-15,145.96600341796875,150.87938700506618,110.0089330037435,69.1384790024208,70.33551788330078,64.40626068115235,110.0089330037435
2020-04-16,149.04200744628906,150.74014160071712,109.98033345540365,69.22052531009018,70.89437866210938,64.2739626566569,109.98033345540365
2020-04-17,150.7779998779297,151.65462658653922,110.17599995930989,68.69737333208057,69.93244171142578,64.19054489135742,110.17599995930989
2020-04-20,149.27200317382812,152.88536500324147,110.46186676025391,68.03836851726636,68.48087310791016,64.09080632527669,110.46186676025391
2020-04-21,137.343994140625,154.3279131315859,110.98666661580404,67.64542010002219,66.36410522460938,64.10894063313802,110.98666661580404
2020-04-22,146.4219970703125,156.29734642544423,111.56520004272461,66.83305366000499,68.27561950683594,64.0327766418457,111.56520004272461
2020-04-23,141.12600708007812,157.70778623016977,112.04120025634765,66.37461428252553,68.01103210449219,64.02947947184245,112.04120025634765
2020-04-24,145.02999877929688,160.31608460818347,113.13853352864584,65.96098244910822,69.97447967529297,64.31583646138509,113.13853352864584
2020-04-27,159.75,164.84103383128755,114.81940027872722,64.79776672616688,70.02393341064453,64.35869890848795,114.81940027872722
2020-04-28,153.82400512695312,167.94594214755688,116.97973378499348,66.01352542243009,68.88888549804688,64.65849151611329,116.97973378499348
2020-04-29,160.1020050048828,171.34719147559937,119.44846725463867,67.54974303367797,71.15155792236328,64.94592005411783,119.44846725463867
2020-04-30,156.37600708007812,172.7180683231141,122.252867380778,71.78766643844192,72.65258026123047,65.33440602620443,122.252867380778
2020-05-01,140.26400756835938,173.03498994879337,124.07740097045898,75.1198119921246,71.48292541503906,65.69948259989421,124.07740097045898
2020-05-04,152.23800659179688,174.0974345264987,126.30180130004882,78.50616807359896,72.49432373046875,66.22636642456055,126.30180130004882
2020-05-05,153.64199829101562,174.9695424996349,128.52793451944987,82.08632653926483,73.5823745727539,66.82966130574545,128.52793451944987
2020-05-06,156.51600646972656,176.7091388291043,130.37846806844075,84.04779730777722,74.34154510498047,67.27271512349446,130.37846806844075
2020-05-07,156.00799560546875,178.4179421666713,131.98373463948568,85.54952711230003,75.11061096191406,67.75261459350585,131.98373463948568
2020-05-08,163.88400268554688,180.66035248233592,133.92546793619792,87.19058339005991,76.89836120605469,68.18560803731283,133.92546793619792
2020-05-11,162.25799560546875,182.23998218686285,135.90500106811524,89.57001994936763,78.1083755493164,68.74713389078777,135.90500106811524
2020-05-12,161.8820037841797,183.25567453440584,137.9535344441732,92.65139435394055,77.21574401855469,69.22062848409017,137.9535344441732
2020-05-13,158.19200134277344,183.86571173206926,139.73326772054037,95.60082370901148,76.28343963623047,69.66733245849609,139.73326772054037
2020-05-14,160.66600036621094,183.5473651405946,141.87840118408204,100.20943722756948,76.7520751953125,70.2399471282959,141.87840118408204
2020-05-15,159.83399963378906,181.7473814019921,144.17640126546223,106.60542112893236,76.29830932617188,70.7642999013265,144.17640126546223
2020-05-18,162.7259979248047,179.98972040145628,146.4005345662435,112.81134873103069,78.09598541259766,71.37759017944336,146.4005345662435
2020-05-19,161.6020050048828,178.2726631370737,148.34566802978514,118.4186729224966,77.64471435546875,71.80224355061848,148.34566802978514
2020-05-20,163.11199951171875,176.72194242678393,150.14640146891276,123.57086051104157,79.1547622680664,72.30229008992514,150.14640146891276
2020-05-21,165.52000427246094,174.51189083219344,152.00480168660482,129.4977125410162,78.56462097167969,72.72793248494466,152.00480168660482
2020-05-22,163.37600708007812,171.70514298666365,153.63066864013672,135.5561942936098,79.07044982910156,73.15460968017578,153.63066864013672
2020-05-26,163.7740020751953,170.9405682119935,154.75013529459636,138.55970237719922,78.53486633300781,73.52007649739583,154.75013529459636
2020-05-27,164.04600524902344,171.28880839620257,155.48573557535806,139.68266275451356,78.87704467773438,73.78319778442383,155.48573557535806
2020-05-28,161.16200256347656,171.51397736117602,155.99226888020834,140.47056039924067,78.91175842285156,74.06907246907552,155.99226888020834
2020-05-29,167.0,172.3771078581168,156.5908686319987,140.80462940588058,78.83489227294922,74.33375625610351,156.5908686319987
2020-06-01,179.6199951171875,175.20772145778895,157.5522684733073,139.89681548882564,79.80439758300781,74.66282145182292,157.5522684733073
2020-06-02,176.31199645996094,177.06132474690583,158.45360158284504,139.84587841878425,80.1738510131836,75.05258738199869,158.45360158284504
2020-06-03,176.5919952392578,177.757772098537,159.76186828613282,141.76596447372864,80.6152114868164,75.5276242574056,159.76186828613282
2020-06-04,172.87600708007812,178.5307047916069,160.64366861979167,142.75663244797644,79.92093658447266,75.91580149332682,160.64366861979167
2020-06-05,177.1320037841797,179.15400875128037,161.8438685099284,144.53372826857643,82.19717407226562,76.3886728922526,161.8438685099284
2020-06-08,189.98399353027344,182.2776830042537,163.34233500162762,144.40698699900153,82.68315124511719,76.8122952779134,163.34233500162762
2020-06-09,188.13400268554688,185.14982789448243,164.28846842447916,143.4271089544759,85.29412841796875,77.32130177815755,164.28846842447916
2020-06-10,205.00999450683594,191.09546903893332,165.99466807047526,140.8938671020172,87.488525390625,77.94128977457682,165.99466807047526
2020-06-11,194.5679931640625,194.14351258196754,167.1435343424479,140.14355610292827,83.28816223144531,78.34584325154623,167.1435343424479
2020-06-12,187.05599975585938,195.77461113609223,168.16620076497395,140.55779039385567,84.00724029541016,78.72433191935221,168.16620076497395
2020-06-15,198.17999267578125,197.73045462724025,170.09673360188802,142.4630125765358,85.0461654663086,79.1764399210612,170.09673360188802
2020-06-16,196.42599487304688,199.93955423760644,171.56966654459634,143.19977885158625,87.30007934570312,79.66996510823567,171.56966654459634
2020-06-17,198.35800170898438,202.1942393524941,173.060199991862,143.9261606312299,87.1785888671875,80.12317225138347,173.060199991862
2020-06-18,200.79200744628906,204.6379806966217,174.53606669108072,144.43415268553974,87.21330261230469,80.55223083496094,174.53606669108072
2020-06-19,200.17999267578125,206.657494590105,176.0084665934245,145.35943859674398,86.71491241455078,80.93904088338216,176.0084665934245
2020-06-22,198.86399841308594,208.54283250818918,177.17446645100912,145.80610039382907,88.98369598388672,81.34188537597656,177.17446645100912
2020-06-23,200.3560028076172,210.37413226083288,178.44440002441405,146.51466778799522,90.88304138183594,81.76770757039388,178.44440002441405
2020-06-24,192.1699981689453,211.1395566455927,179.4539998372396,147.76844302888648,89.27877807617188,82.16980870564778,179.4539998372396
2020-06-25,197.1959991455078,212.0416266404307,180.75413309733074,149.46663955423077,90.4639892578125,82.64249369303386,180.75413309733074
2020-06-26,191.947998046875,212.41484614336187,181.79686635335287,151.17888656334387,87.68441772460938,83.00690511067708,181.79686635335287
2020-06-29,201.8699951171875,213.5133369453281,183.19806620279948,152.88279546027087,89.70526123046875,83.45380350748698,183.19806620279948
2020-06-30,215.96200561523438,216.49511738199968,184.97259979248048,153.45008220296128,90.45407104492188,83.86573969523111,184.97259979248048
2020-07-01,223.92599487304688,220.30509012482264,187.05006612141926,153.79504211801589,90.28298950195312,84.28701553344726,187.05006612141926
2020-07-02,241.73199462890625,227.09669535273096,189.6707326253255,152.24476989792007,90.28298950195312,84.65795644124348,189.6707326253255
2020-07-06,274.3160095214844,240.47393128042302,193.2972661336263,146.12060098682957,92.69807434082031,85.12907155354817,193.2972661336263
2020-07-07,277.97198486328125,251.92475681589377,197.11713205973308,142.3095073035724,92.41043853759766,85.57373784383138,197.11713205973308
2020-07-08,273.1759948730469,260.54490385622154,200.76386515299478,140.98282644976803,94.56269836425781,86.10799891153971,200.76386515299478
2020-07-09,278.8559875488281,269.00007200323995,204.5908645629883,140.18165712273662,94.96935272216797,86.6444091796875,204.5908645629883
2020-07-10,308.92999267578125,281.98423790830515,209.51646423339844,137.04869055849173,95.1354751586914,87.18519973754883,209.51646423339844
2020-07-13,299.4119873046875,291.45521319365827,213.9301971435547,136.40518109345112,94.69658660888672,87.71392288208008,213.9301971435547
2020-07-14,303.3599853515625,300.828508029996,218.05486348470052,135.28121893940505,96.263671875,88.26256535847982,218.05486348470052
2020-07-15,309.2019958496094,309.939467958307,222.48453013102213,135.02959230373727,96.92571258544922,88.820960744222,222.48453013102213
2020-07-16,300.12799072265625,316.621967558002,226.6023966471354,136.5828257362688,95.73304748535156,89.32488861083985,226.6023966471354
2020-07-17,300.1679992675781,322.32346636892646,230.84546305338543,139.3674597378444,95.53964233398438,89.84551213582357,230.84546305338543
2020-07-20,328.6000061035156,331.5798194584845,235.89439646402994,140.20897346957534,97.55303955078125,90.35737431844076,235.89439646402994
2020-07-21,313.6719970703125,338.06451852262944,240.01732991536457,141.9701413080997,96.20663452148438,90.80815709431967,240.01732991536457
2020-07-22,318.46600341796875,344.35871945188467,244.36172993977866,144.36474042767264,96.4769058227539,91.18091634114583,244.36172993977866
2020-07-23,302.614013671875,348.62523128765514,247.61519724527994,146.60516320290475,92.08562469482422,91.33415298461914,247.61519724527994
2020-07-24,283.3999938964844,350.39357082675,250.57626393636068,150.75895704597133,91.85751342773438,91.61979802449544,250.57626393636068
2020-07-27,307.9200134277344,353.595134811422,254.60506439208984,155.61499397275767,94.03453826904297,91.9540412902832,254.60506439208984
2020-07-28,295.2980041503906,355.58381700511126,257.8423314412435,160.10084587737578,92.48979949951172,92.20216242472331,257.8423314412435
2020-07-29,299.8219909667969,357.40300004914263,261.2888646443685,165.1747292395944,94.26265716552734,92.43424835205079,261.2888646443685
2020-07-30,297.49798583984375,358.6202185425519,264.5935307820638,170.56684302157564,95.40326690673828,92.70840428670247,264.5935307820638
2020-07-31,286.1520080566406,358.6959303386315,267.43886413574216,176.18179793285282,105.39090728759766,93.31432444254557,267.43886413574216
2020-08-03,297.0,358.9811836009254,270.66619771321615,182.35121182550688,108.04650115966797,94.02537740071615,270.66619771321615
2020-08-04,297.3999938964844,358.5927384176883,273.9507308959961,189.30872337430395,108.7680435180664,94.68485565185547,273.9507308959961
2020-08-05,297.0039978027344,357.6176983006935,277.1723307291667,196.72696315763983,109.16229248046875,95.29416402180989,277.1723307291667
2020-08-06,297.9159851074219,354.9652618117869,280.6971969604492,206.42913210911155,112.97088623046875,96.08390096028646,280.6971969604492
2020-08-07,290.5419921875,351.338586900651,283.80873006184896,216.2788732230469,110.40241241455078,96.74851506551107,283.80873006184896
2020-08-10,283.7139892578125,345.1577061966915,286.8675964355469,228.57748667440228,112.00709533691406,97.55927098592123,286.8675964355469
2020-08-11,274.87799072265625,338.59556768866196,289.3011962890625,240.00682488946302,108.67601013183594,98.19162928263346,289.3011962890625
2020-08-12,310.9519958496094,334.1230422238015,292.467529296875,250.8120163699485,112.28778076171875,98.91941960652669,292.467529296875
2020-08-13,324.20001220703125,330.42735074623033,295.80999654134115,261.19264233645197,114.2750015258789,99.71915334065756,295.80999654134115
2020-08-14,330.1419982910156,329.26693133572076,298.7569966634115,268.2470619911022,114.17316436767578,100.5154925028483,298.7569966634115
2020-08-17,367.12799072265625,339.74798761250383,301.85072937011716,263.9534711277305,113.87507629394531,101.22139256795248,301.85072937011716
2020-08-18,377.4179992675781,350.7464168718065,305.1655965169271,259.5847761620477,114.823974609375,101.96851043701172,305.1655965169271
2020-08-19,375.70599365234375,359.1589932135968,308.58326314290366,258.00753307221055,114.9680404663086,102.64868850708008,308.58326314290366
2020-08-20,400.3659973144531,371.774656240691,312.6335968017578,253.49253736282455,117.51913452148438,103.40034790039063,312.6335968017578
2020-08-21,409.9960021972656,384.66369029673433,316.00246378580727,247.3412372748802,123.57518768310547,104.3483383178711,316.00246378580727
2020-08-24,402.8399963378906,394.5203999146469,319.45006408691404,244.3797282591812,125.05318450927734,105.36022491455078,319.45006408691404
2020-08-25,404.6679992675781,403.5964312908102,322.8269978841146,242.05756447741896,124.02728271484375,106.28567860921224,322.8269978841146
2020-08-26,430.6340026855469,416.22269951818475,326.8747314453125,237.5267633724402,125.71392822265625,107.24528579711914,326.8747314453125
2020-08-27,447.75,430.48148524750485,331.79546508789065,233.10944492827645,124.21110534667969,108.19455439249674,331.79546508789065
2020-08-28,442.67999267578125,442.1615658689028,336.5458648681641,230.93016386742534,124.00989532470703,109.14356282552083,336.5458648681641
2020-08-31,498.32000732421875,462.65105479033286,342.2031982421875,221.75534169404213,128.21533203125,110.16563924153645,342.2031982421875
2020-09-01,475.04998779296875,476.5650427307337,347.58246459960935,218.599886468485,133.32249450683594,111.40283457438152,347.58246459960935
2020-09-02,447.3699951171875,485.21078060686466,351.87926432291664,218.5477480389686,130.5602569580078,112.53894627888998,351.87926432291664
2020-09-03,407.0,488.8142656124262,355.3587972005208,221.90332878861543,120.10748291015625,113.47300821940104,355.3587972005208
2020-09-04,418.32000732421875,492.3989440097838,359.8561309814453,227.31331795310678,120.18697357177734,114.41732355753581,359.8561309814453
2020-09-08,330.2099914550781,492.2157206348369,360.59913024902346,228.98253986321,112.09900665283203,115.01947250366212,360.59913024902346
2020-09-09,366.2799987792969,492.33394029021116,362.96519673665364,233.59645318309612,116.57024383544922,115.8221539815267,362.96519673665364
2020-09-10,371.3399963378906,492.59409988288616,365.34913024902346,238.10416061516077,112.76472473144531,116.43888956705729,365.34913024902346
2020-09-11,372.7200012207031,492.5944199265504,367.8565307617188,243.11864159688713,111.28424072265625,116.96825536092122,367.8565307617188
