Date,AAPL,TSLA,SMA_AAPL,SMA_TSLA
2019-05-14,46.227535247802734,46.46200180053711,49.141536712646484,51.545266469319664
2019-05-15,46.78129959106445,46.38999938964844,49.12229588826497,51.18573315938314
2019-05-16,46.57547378540039,45.66600036621094,49.08537267049154,50.76253318786621
2019-05-17,46.310848236083984,42.20600128173828,49.03686256408692,50.384199905395505
2019-05-20,44.86271667480469,41.071998596191406,48.92942263285319,49.92019983927409
2019-05-21,45.72277069091797,41.01599884033203,48.82542813618978,49.46606648763021
2019-05-22,44.78675842285156,38.54600143432617,48.695115152994795,48.935533142089845
2019-05-23,44.02225875854492,39.097999572753906,48.530206298828126,48.39839973449707
2019-05-24,43.85318374633789,38.125999450683594,48.37324930826823,47.87979977925618
2019-05-28,43.6718635559082,37.7400016784668,48.21089948018392,47.35313313802083
2019-05-29,43.463584899902344,37.97200012207031,48.03867785135905,46.84299977620443
2019-05-30,43.68901443481445,37.64400100708008,47.87380765279134,46.27539978027344
2019-05-31,42.8975715637207,37.03200149536133,47.65098686218262,45.7015998840332
2019-06-03,42.4638671875,35.79399871826172,47.40776964823405,45.07299982706706
2019-06-04,44.01735305786133,38.720001220703125,47.21088409423828,44.611999893188475
2019-06-05,44.72793960571289,39.31800079345703,47.01368230183919,44.16326662699382
2019-06-06,45.38462448120117,41.189998626708984,46.840973663330075,43.81186663309733
2019-06-07,46.59263229370117,40.900001525878906,46.723828379313154,43.52433331807455
2019-06-10,47.18806076049805,42.57600021362305,46.63450444539388,43.37593332926432
2019-06-11,47.734474182128906,43.41999816894531,46.5608720143636,43.21346664428711
2019-06-12,47.58255386352539,41.85200119018555,46.5142328898112,43.01726671854655
2019-06-13,47.572757720947266,42.78200149536133,46.38712387084961,42.883266830444335
2019-06-14,47.227264404296875,42.98400115966797,46.25964546203613,42.68873354593913
2019-06-17,47.5090446472168,45.00600051879883,46.12040506998698,42.48873354593913
2019-06-18,48.62639617919922,44.948001861572266,46.04501546223958,42.284733581542966
2019-06-19,48.48426818847656,45.2859992980957,46.01061477661133,42.14720026652018
2019-06-20,48.87387466430664,43.92399978637695,45.98887570699056,41.97906697591146
2019-06-21,48.70724868774414,44.37200164794922,45.97931963602702,41.844933700561526
2019-06-24,48.65824508666992,44.72800064086914,45.99075431823731,41.73906707763672
2019-06-25,47.92070388793945,43.95199966430664,46.07120628356934,41.69073371887207
2019-06-26,48.957183837890625,43.854000091552734,46.1621945699056,41.60380032857259
2019-06-27,48.94247817993164,44.56800079345703,46.23423385620117,41.54306704203288
2019-06-28,48.49652099609375,44.69200134277344,46.298268763224286,41.5106004079183
2019-07-01,49.385982513427734,45.433998107910156,46.400773239135745,41.61820030212402
2019-07-02,49.67512130737305,44.90999984741211,46.56118672688802,41.746133677164714
2019-07-03,50.08677673339844,46.97999954223633,46.7066535949707,41.94493370056152
2019-07-05,50.042667388916016,46.619998931884766,46.88185056050619,42.214066950480145
2019-07-08,49.011085510253906,46.06800079345703,47.04814478556315,42.44640032450358
2019-07-09,49.31003189086914,46.012001037597656,47.23003972371419,42.70926704406738
2019-07-10,49.797630310058594,47.784000396728516,47.43423194885254,43.044067001342775
2019-07-11,49.43499755859375,47.720001220703125,47.63327903747559,43.3690003712972
2019-07-12,49.81478500366211,49.01599884033203,47.837471389770506,43.748066965738936
2019-07-15,50.282806396484375,50.70000076293945,48.08364588419597,44.20366694132487
2019-07-16,50.10882568359375,50.47600173950195,48.338477834065756,44.69306704203288
2019-07-17,49.82704544067383,50.97200012207031,48.532134246826175,45.101467005411784
2019-07-18,50.393062591552734,50.70800018310547,48.7209716796875,45.4811336517334
2019-07-19,49.64081573486328,51.63600158691406,48.862844721476236,45.8293337504069
2019-07-22,50.775306701660156,51.13600158691406,49.00226720174154,46.17053375244141
2019-07-23,51.17226028442383,52.034000396728516,49.135073852539065,46.485800425211586
2019-07-24,51.13059997558594,52.97600173950195,49.248278045654295,46.80433387756348
2019-07-25,50.7263069152832,45.763999938964844,49.35306981404622,46.93473383585612
2019-07-26,50.90272521972656,45.608001708984375,49.4640687306722,47.02893384297689
2019-07-29,51.37807846069336,47.15399932861328,49.60242919921875,47.167933781941734
2019-07-30,51.157562255859375,48.45199966430664,49.72404645284017,47.28280042012533
2019-07-31,52.201385498046875,48.321998596191406,49.84321276346842,47.395266977945965
2019-08-01,51.07179260253906,46.77000045776367,49.92946357727051,47.44473368326823
2019-08-02,49.991214752197266,46.86800003051758,49.966708246866865,47.542867024739586
2019-08-05,47.37428665161133,45.66400146484375,49.922276178995766,47.585933685302734
2019-08-06,48.27109146118164,46.150001525878906,49.90937105814616,47.63333371480306
2019-08-07,48.770957946777344,46.683998107910156,49.937712860107425,47.72440032958984
2019-08-08,49.846641540527344,47.65999984741211,49.96736145019531,47.85126698811849
2019-08-09,49.43588638305664,47.00199890136719,49.98380839029948,47.93240025838216
2019-08-12,49.31044387817383,45.801998138427734,50.01093915303548,47.96940015157064
2019-08-13,51.39866638183594,47.0,50.07802861531575,48.0216002146403
2019-08-14,49.868778228759766,43.92399978637695,50.08448384602865,47.98873354593913
2019-08-15,49.620357513427734,43.12799835205078,50.06893653869629,47.86033350626628
2019-08-16,50.7911376953125,43.987998962402344,50.093885548909505,47.772600173950195
2019-08-19,51.738094329833984,45.36600112915039,50.18478584289551,47.749200185139976
2019-08-20,51.74055480957031,45.172000885009766,50.26580327351888,47.721200180053714
2019-08-21,52.30134582519531,44.16600036621094,50.34926045735677,47.600600179036455
2019-08-22,52.25707244873047,44.43000030517578,50.443329620361325,47.49093348185222
2019-08-23,49.84172439575195,42.279998779296875,50.444227600097655,47.26640014648437
2019-08-26,50.78867721557617,43.0,50.46108996073405,47.00973345438639
2019-08-27,50.21558380126953,42.816001892089844,50.46464856465658,46.75440012613932
2019-08-28,50.55255126953125,43.11800003051758,50.48883209228516,46.49260012308756
2019-08-29,51.408504486083984,44.34199905395508,50.5226801554362,46.280400085449216
2019-08-30,51.34209060668945,45.12200164794922,50.579389317830405,46.06326675415039
2019-09-03,50.59436798095703,45.00199890136719,50.5733580271403,45.8587999979655
2019-09-04,51.45277404785156,44.13600158691406,50.58270848592122,45.59553337097168
2019-09-05,52.45875549316406,45.91600036621094,50.62698033650716,45.36019999186198
2019-09-06,52.45383834838867,45.4900016784668,50.68456471761068,45.351066716512044
2019-09-09,52.67766571044922,46.358001708984375,50.74372940063476,45.37606671651204
2019-09-10,53.29994201660156,47.108001708984375,50.807791519165036,45.37453346252441
2019-09-11,54.99462127685547,49.41999816894531,50.93569348653158,45.4068000793457
2019-09-12,54.871639251708984,49.17399978637695,51.02470194498698,45.43520011901855
2019-09-13,53.80416488647461,49.040000915527344,51.11578102111817,45.51086680094401
2019-09-16,54.08702850341797,48.5620002746582,51.25230814615885,45.5673334757487
2019-09-17,54.28379821777344,48.95800018310547,51.48262519836426,45.67713343302409
2019-09-18,54.792930603027344,48.698001861572266,51.70001983642578,45.7620667775472
2019-09-19,54.347747802734375,49.31999969482422,51.885912831624346,45.849933497111
2019-09-20,53.553287506103516,48.124000549316406,52.009467697143556,45.86540018717448
2019-09-23,53.79678726196289,48.24599838256836,52.15483105977376,45.90686683654785
2019-09-24,53.540985107421875,44.641998291015625,52.2958491007487,45.86820017496745
2019-09-25,54.364967346191406,45.7400016784668,52.39472579956055,45.82620023091634
2019-09-26,54.08456802368164,48.512001037597656,52.53525212605794,45.97913360595703
2019-09-27,53.82139205932617,48.42599868774414,52.675286610921226,46.15573361714681
2019-09-30,55.08809280395508,48.17399978637695,52.818518447875974,46.295266977945964
2019-10-01,55.2405891418457,48.9379997253418,52.935268274943034,46.41433359781901
2019-10-02,53.85581970214844,48.625999450683594,53.00577710469564,46.52946688334147
2019-10-03,54.31331253051758,46.60599899291992,53.07284266153972,46.610800170898436
2019-10-04,55.835811614990234,46.2859992980957,53.19213396708171,46.67266680399577
2019-10-07,55.84811782836914,47.54399871826172,53.39234708150228,46.84813346862793
2019-10-08,55.19385528564453,48.0099983215332,53.53918635050456,47.015133412679035
2019-10-09,55.84073257446289,48.90599822998047,53.726691309611006,47.218133290608726
2019-10-10,56.593379974365234,48.948001861572266,53.928052266438804,47.41246668497721
2019-10-11,58.09866714477539,49.577999114990234,54.151057688395184,47.58700002034505
2019-10-14,58.01502990722656,51.391998291015625,54.37348899841309,47.795999908447264
2019-10-15,57.8797607421875,51.577999114990234,54.61633542378743,48.01519991556803
2019-10-16,57.646095275878906,51.95000076293945,54.82277946472168,48.27566655476888
2019-10-17,57.86991500854492,52.39400100708008,55.003151448567706,48.49159990946452
2019-10-18,58.147865295410156,51.38999938964844,55.19295234680176,48.68826649983724
2019-10-21,59.15630340576172,50.70000076293945,55.40890693664551,48.832999801635744
2019-10-22,59.02102279663086,51.11600112915039,55.59960962931315,48.966599782307945
2019-10-23,59.81302261352539,50.93600082397461,55.76022300720215,49.017133204142254
2019-10-24,59.91140365600586,59.93600082397461,55.928215154012044,49.37586657206217
2019-10-25,60.6492919921875,65.6259994506836,56.156386057535805,49.92873318990072
2019-10-28,61.25681686401367,65.54199981689453,56.395379002888994,50.49473317464193
2019-10-29,59.84008026123047,63.24399948120117,56.58058840433757,50.97093315124512
2019-10-30,59.83269500732422,63.00199890136719,56.74858055114746,51.447733052571614
2019-10-31,61.18548583984375,62.98400115966797,56.97650515238444,51.90319976806641
2019-11-01,62.92198181152344,62.6619987487793,57.288794962565106,52.387799708048504
2019-11-04,63.3351936340332,63.49399948120117,57.60674184163411,52.896066411336264
2019-11-05,63.24419403076172,63.444000244140625,57.930182139078774,53.522799809773765
2019-11-06,63.27124786376953,65.31600189208984,58.22705815633138,54.175333150227864
2019-11-07,64.00148010253906,67.10800170898438,58.55762189229329,54.79519983927409
2019-11-08,64.1766357421875,67.4280014038086,58.902796681722,55.42859992980957
2019-11-11,64.6848373413086,69.01799774169922,59.22268816630046,56.123399861653645
2019-11-12,64.62561798095703,69.98600006103516,59.5355224609375,56.82499987284343
2019-11-13,65.24484252929688,69.22200012207031,59.915156555175784,57.51153322855632
2019-11-14,64.79338836669922,69.87000274658203,60.264492416381835,58.287000020345054
2019-11-15,65.56309509277344,70.43399810791016,60.58873519897461,59.09193331400554
2019-11-18,65.89366912841797,69.99800109863281,60.92358690897624,59.840400060017906
2019-11-19,65.69384002685547,71.90399932861328,61.273586400349934,60.63686676025391
2019-11-20,64.92906951904297,70.44400024414062,61.57653096516927,61.35480016072591
2019-11-21,64.63796997070312,70.96600341796875,61.8446839650472,62.08873354593913
2019-11-22,64.58121490478516,66.60800170898438,62.06076889038086,62.65640029907227
2019-11-25,65.71356964111328,67.26799774169922,62.317386881510416,63.18560028076172
2019-11-26,65.20044708251953,65.78399658203125,62.56140975952148,63.65913352966309
2019-11-27,66.07623291015625,66.25800323486328,62.84241434733073,64.13606694539388
2019-11-29,65.9306640625,65.98799896240234,63.11110598246257,64.58920021057129
2019-12-02,65.16836547851562,66.9739990234375,63.34512265523275,65.10866686503093
2019-12-03,64.00641632080078,67.23999786376953,63.50679308573405,65.66000010172526
2019-12-04,64.57135009765625,66.60600280761719,63.69180399576823,66.17633349100748
2019-12-05,65.51866149902344,66.0739974975586,63.881991958618165,66.68093338012696
2019-12-06,66.78425598144531,67.1780014038086,64.11108703613282,66.92233339945476
2019-12-09,65.8492660522461,67.90599822998047,64.28441950480143,66.99833335876465
2019-12-10,66.2341079711914,69.76799774169922,64.45032920837403,67.13919995625814
2019-12-11,66.79905700683594,70.54000091552734,64.6822950998942,67.38240000406901
2019-12-12,66.96929168701172,71.93599700927734,64.9201816558838,67.68019994099934
2019-12-13,67.87960052490234,71.6780014038086,65.14331881205241,67.96999994913737
2019-12-16,69.04155731201172,76.30000305175781,65.34730466206868,68.42460009256999
2019-12-17,69.17726135253906,75.7979965209961,65.54204025268555,68.83473332722981
2019-12-18,69.01195526123047,78.62999725341797,65.73429896036784,69.34093322753907
2019-12-19,69.08103942871094,80.80799865722656,65.92795867919922,69.85733311971029
2019-12-20,68.93795013427734,81.11799621582031,66.09250768025716,70.32433293660482
2019-12-23,70.06290435791016,83.84400177001953,66.28871663411458,70.87153294881185
2019-12-24,70.1295166015625,85.05000305175781,66.47020594278972,71.4059331258138
2019-12-26,71.52090454101562,86.18800354003906,66.700048828125,71.94599990844726
2019-12-27,71.49375915527344,86.07599639892578,66.90834604899088,72.50779978434245
2019-12-30,71.91808319091797,82.94000244140625,67.14583587646484,72.94346644083659
2019-12-31,72.44355773925781,83.66600036621094,67.37518463134765,73.38453318277995
2020-01-02,74.09644317626953,86.052001953125,67.6486104329427,73.91966654459635
2020-01-03,73.37608337402344,88.60199737548828,67.90468521118164,74.47626647949218
2020-01-06,73.96076965332031,90.30799865722656,68.20574188232422,75.13839975992839
2020-01-07,73.61293029785156,93.81199645996094,68.5049072265625,75.89993286132812
2020-01-08,74.79708099365234,98.4280014038086,68.8454360961914,76.96059951782226
2020-01-09,76.38583374023438,96.26799774169922,69.20117823282878,77.92726618448893
2020-01-10,76.55851745605469,95.62999725341797,69.57978057861328,78.92213287353516
2020-01-13,78.19414520263672,104.97200012207031,69.98371098836263,80.21259943644206
2020-01-14,77.13825988769531,107.58399963378906,70.35729751586913,81.59913279215495
2020-01-15,76.80770111083984,103.69999694824219,70.74527537027994,82.82333272298177
2020-01-16,77.76982116699219,102.697998046875,71.20405553181966,84.00526606241861
2020-01-17,78.63081359863281,102.0999984741211,71.67270431518554,85.18839925130209
2020-01-21,78.09793853759766,109.44000244140625,72.09201354980469,86.63393274943034
2020-01-22,78.37671661376953,113.91200256347656,72.47842890421549,88.19173278808594
2020-01-23,78.75415802001953,114.44000244140625,72.90859196980794,89.74286626180013
2020-01-24,78.5271987915039,112.96399688720703,73.31836166381837,91.18273289998372
2020-01-27,76.21807861328125,111.60399627685547,73.63232905069987,92.55153274536133
2020-01-28,78.37423706054688,113.37999725341797,74.01249389648437,93.93299942016601
2020-01-29,80.01480102539062,116.197998046875,74.41700057983398,95.41699930826823
2020-01-30,79.89884948730469,128.16200256347656,74.77891031901042,97.14573262532552
2020-01-31,76.3562240600586,130.11399841308594,75.01820907592773,98.95626602172851
2020-02-03,76.14654541015625,156.0,75.25602874755859,101.53526611328125
2020-02-04,78.66041564941406,177.41200256347656,75.5753412882487,104.75539957682291
2020-02-05,79.30182647705078,146.94000244140625,75.92080383300781,106.94946645100912
2020-02-06,80.22943115234375,149.79200744628906,76.25968805948894,109.14773330688476
2020-02-07,79.13890075683594,149.61399841308594,76.56000086466472,111.2998664855957
2020-02-10,79.5147705078125,154.25599670410156,76.82646306355794,113.56879959106445
2020-02-11,79.03502655029297,154.87600708007812,77.07783864339193,115.8621332804362
2020-02-12,80.91194152832031,153.45799255371094,77.37763392130533,118.21273295084636
2020-02-13,80.33575439453125,160.8000030517578,77.6407071431478,120.78386637369792
2020-02-14,80.35554504394531,160.00599670410156,77.8493438720703,123.2489995320638
2020-02-18,78.88419342041016,171.67999267578125,78.0329475402832,126.01826604207356
2020-02-19,80.02664947509766,183.48399353027344,78.23514353434244,129.1241325378418
2020-02-20,79.20565795898438,179.8820037841797,78.42156778971354,131.9931327819824
2020-02-21,77.41283416748047,180.1999969482422,78.50875956217448,134.71886596679687
2020-02-24,73.7356948852539,166.75799560546875,78.4204216003418,137.06853256225585
2020-02-25,71.23809814453125,159.98199462890625,78.24307428995768,139.2135991414388
2020-02-26,72.36820983886719,155.75999450683594,78.0488764444987,140.90653228759766
2020-02-27,67.63762664794922,135.8000030517578,77.7321886698405,141.8470657348633
2020-02-28,67.59806060791016,133.59800720214844,77.42520065307617,142.84366607666016
2020-03-02,73.89148712158203,148.7239990234375,77.2959228515625,144.37786610921225
2020-03-03,71.54473876953125,149.1020050048828,77.05972035725911,145.94459966023763
2020-03-04,74.86331176757812,149.89999389648438,76.95189946492513,147.29326604207355
2020-03-05,72.43497467041016,144.9080047607422,76.75384140014648,148.32646611531575
2020-03-06,71.47303771972656,140.6959991455078,76.51113739013672,149.20166600545247
2020-03-09,65.82007598876953,121.5999984741211,76.08756663004557,149.4895327250163
2020-03-10,70.560546875,129.0659942626953,75.89898223876953,150.07159932454428
2020-03-11,68.10993957519531,126.84600067138672,75.55683898925781,150.52046610514324
2020-03-12,61.383766174316406,112.11000061035156,74.93580449422201,150.3841995239258
2020-03-13,68.73804473876953,109.3239974975586,74.56377766927083,149.75626602172852
2020-03-16,59.89510726928711,89.01399993896484,74.01507377624512,148.38626607259116
2020-03-17,62.5286979675293,86.04000091552734,73.56114552815755,146.05426610310872
2020-03-18,60.99800109863281,72.24400329589844,72.97239837646484,142.54866612752278
2020-03-19,60.53063201904297,85.52799987792969,72.34669189453125,140.5015993754069
2020-03-20,56.68781661987305,85.50599670410156,71.56197141011556,138.3587323506673
2020-03-23,55.48352813720703,86.85800170898438,70.77345898946126,136.26686579386393
2020-03-24,61.0499382019043,101.0,70.15796457926432,134.4916659037272
2020-03-25,60.713623046875,107.8499984741211,69.5472511291504,132.92413228352865
2020-03-26,63.90856170654297,105.63200378417969,68.98047180175782,131.3299326578776
2020-03-27,61.26259994506836,102.87200164794922,68.34469998677572,129.39899927775065
2020-03-30,63.01090621948242,100.4260025024414,67.76654535929362,127.41299947102864
2020-03-31,62.882320404052734,104.80000305175781,67.2331495920817,125.1836664835612
2020-04-01,59.573638916015625,96.31199645996094,66.55138257344564,122.27793324788412
2020-04-02,60.567726135253906,90.89399719238281,65.93011817932128,119.31166636149088
2020-04-03,59.6972770690918,96.00199890136719,65.339599609375,116.50506642659505
2020-04-06,64.90511322021484,103.24800109863281,65.04524688720703,114.38806660970052
2020-04-07,64.15337371826172,109.08999633789062,64.80908940633138,112.69166666666666
2020-04-08,65.79534912109375,109.76799774169922,64.58999404907226,111.15860010782878
2020-04-09,66.27012634277344,114.5999984741211,64.5444107055664,110.45193328857422
2020-04-13,67.57086181640625,130.19000244140625,64.54350407918294,110.33833312988281
2020-04-14,70.98339080810547,141.97799682617188,64.44656753540039,110.11346638997396
2020-04-15,70.33551025390625,145.96600341796875,64.4062599182129,110.0089330037435
2020-04-16,70.8943862915039,149.04200744628906,64.27396240234376,109.98033345540365
2020-04-17,69.93244171142578,150.7779998779297,64.19054463704427,110.17599995930989
2020-04-20,68.48087310791016,149.27200317382812,64.09080581665039,110.46186676025391
2020-04-21,66.3641128540039,137.343994140625,64.10894037882487,110.98666661580404
2020-04-22,68.27562713623047,146.4219970703125,64.03277638753255,111.56520004272461
2020-04-23,68.01103210449219,141.12600708007812,64.02947947184245,112.04120025634765
2020-04-24,69.97447204589844,145.02999877929688,64.31583633422852,113.13853352864584
2020-04-27,70.02394104003906,159.75,64.35869954427083,114.81940027872722
2020-04-28,68.88890075683594,153.82400512695312,64.65849266052246,116.97973378499348
2020-04-29,71.15155792236328,160.1020050048828,64.9459213256836,119.44846725463867
2020-04-30,72.65258026123047,156.37600708007812,65.33440729777018,122.252867380778
2020-05-01,71.4829330444336,140.26400756835938,65.69948399861654,124.07740097045898
2020-05-04,72.49432373046875,152.23800659179688,66.22636756896972,126.30180130004882
2020-05-05,73.58238220214844,153.64199829101562,66.82966270446778,128.52793451944987
2020-05-06,74.34153747558594,156.51600646972656,67.2727160135905,130.37846806844075
2020-05-07,75.11060333251953,156.00799560546875,67.75261535644532,131.98373463948568
2020-05-08,76.89836120605469,163.88400268554688,68.1856086730957,133.92546793619792
2020-05-11,78.10838317871094,162.25799560546875,68.74713478088378,135.90500106811524
2020-05-12,77.21574401855469,161.8820037841797,69.2206293741862,137.9535344441732
2020-05-13,76.2834243774414,158.19200134277344,69.66733283996582,139.73326772054037
2020-05-14,76.7520751953125,160.66600036621094,70.23994738260905,141.87840118408204
2020-05-15,76.29830932617188,159.83399963378906,70.76430015563965,144.17640126546223
2020-05-18,78.09599304199219,162.7259979248047,71.37759068806966,146.4005345662435
2020-05-19,77.64471435546875,161.6020050048828,71.80224405924479,148.34566802978514
2020-05-20,79.1547622680664,163.11199951171875,72.30229034423829,150.14640146891276
2020-05-21,78.56462097167969,165.52000427246094,72.72793273925781,152.00480168660482
2020-05-22,79.0704574584961,163.37600708007812,73.15461044311523,153.63066864013672
2020-05-26,78.53487396240234,163.7740020751953,73.52007751464843,154.75013529459636
2020-05-27,78.87703704833984,164.04600524902344,73.78319905598958,155.48573557535806
2020-05-28,78.91175079345703,161.16200256347656,74.06907374064127,155.99226888020834
2020-05-29,78.83489990234375,167.0,74.33375752766928,156.5908686319987
2020-06-01,79.80439758300781,179.6199951171875,74.66282272338867,157.5522684733073
2020-06-02,80.17384338378906,176.31199645996094,75.0525883992513,158.45360158284504
2020-06-03,80.6152114868164,176.5919952392578,75.52762502034506,159.76186828613282
2020-06-04,79.92094421386719,172.87600708007812,75.91580225626628,160.64366861979167
2020-06-05,82.19717407226562,177.1320037841797,76.38867365519205,161.8438685099284
2020-06-08,82.68315124511719,189.98399353027344,76.81229629516602,163.34233500162762
2020-06-09,85.29412841796875,188.13400268554688,77.32130254109701,164.28846842447916
2020-06-10,87.48853302001953,205.00999450683594,77.94129028320313,165.99466807047526
2020-06-11,83.28816986083984,194.5679931640625,78.34584401448568,167.1435343424479
2020-06-12,84.00723266601562,187.05599975585938,78.72433242797851,168.16620076497395
2020-06-15,85.04617309570312,198.17999267578125,79.1764404296875,170.09673360188802
2020-06-16,87.30008697509766,196.42599487304688,79.66996587117514,171.56966654459634
